spellchecker: disable
Loading repository data...
Reading installed packages...

S  | Name                                          | Summary                                                                            | Type
i  | nano                                          | Pico editor clone with enhancements                                                | package
i  | nautilus                                      | File Manager for the GNOME Desktop                                                 | package
i  | nautilus-extension-ghostty                    | Nautilus extension for ghostty                                                     | package
i  | nautilus-extension-seahorse                   | Extension for nautilus which allows encryption and decryption of files             | package
i  | nautilus-sendto                               | Integrate Nautilus and E-Mail clients                                              | package
i  | nautilus-share                                | Nautilus plugin for sharing directories over SMB                                   | package
i  | ncurses-utils                                 | Tools using the new curses libraries                                               | package
i  | neovim                                        | Vim-fork focused on extensibility and agility                                      | package
i  | net-snmp                                      | SNMP Daemon                                                                        | package
i  | netavark                                      | Container network stack                                                            | package
i  | netcat-openbsd                                | TCP/IP swiss army knife                                                            | package
i  | netcfg                                        | Network Configuration Files in /etc                                                | package
i  | netpbm                                        | A Graphics Conversion Package                                                      | package
i+ | NetworkManager                                | Standard Linux network configuration tool suite                                    | package
i  | NetworkManager-applet-openconnect             | NetworkManager VPN support for OpenConnect                                         | package
i  | NetworkManager-applet-openvpn                 | NetworkManager VPN support for OpenVPN                                             | package
i  | NetworkManager-applet-pptp                    | NetworkManager VPN support for PPTP                                                | package
i  | NetworkManager-applet-vpnc                    | NetworkManager VPN Support for vpnc                                                | package
i  | NetworkManager-bluetooth                      | Bluetooth device plugin for NetworkManager                                         | package
i  | NetworkManager-branding-openSUSE              | Default openSUSE branding for NetworkManager configuration file                    | package
i  | NetworkManager-dns-dnsmasq                    | NetworkManager dispatcher script for DNS dnsmasq configuration                     | package
i  | NetworkManager-openconnect                    | NetworkManager VPN support for OpenConnect                                         | package
i  | NetworkManager-openvpn                        | NetworkManager VPN support for OpenVPN                                             | package
i  | NetworkManager-pptp                           | NetworkManager VPN support for PPTP                                                | package
i  | NetworkManager-tui                            | NetworkManager curses-based UI                                                     | package
i  | NetworkManager-vpnc                           | NetworkManager VPN Support for vpnc                                                | package
i  | NetworkManager-wwan                           | Mobile broadband device plugin for NetworkManager                                  | package
i  | nftables                                      | Userspace utility to access the nf_tables packet filter                            | package
i  | notification-daemon                           | Notification Daemon                                                                | package
i  | nss-mdns                                      | Host Name Resolution Via Multicast DNS (Zeroconf) for glibc                        | package
i  | nss-mdns-32bit                                | Host Name Resolution Via Multicast DNS (Zeroconf) for glibc                        | package
i  | ntfs-3g                                       | NTFS Support in Userspace                                                          | package
i  | ntfsprogs                                     | NTFS Utilities                                                                     | package
i+ | numactl                                       | NUMA Policy Control                                                                | package
i  | numlockx                                      | Switch on/off or toggle numlock                                                    | package
i+ | nvme-cli                                      | NVM Express user space tools                                                       | package
i  | nvme-cli-bash-completion                      | NVM Express user space tools bash completion                                       | package
i  | nvme-cli-zsh-completion                       | NVM Express user space tools zsh completion                                        | package
i  | office                                        | Office Software                                                                    | pattern
i  | openal-soft-data                              | OpenAL Soft auxiliary data and config                                              | package
i  | openconnect                                   | Client for Cisco AnyConnect VPN                                                    | package
i  | openconnect-bash-completion                   | Bash Completion for openconnect                                                    | package
i  | openconnect-lang                              | Translations for package openconnect                                               | package
i  | openldap2-client                              | OpenLDAP client utilities                                                          | package
i  | openslp                                       | An Implementation of Service Location Protocol V2                                  | package
i  | openssh                                       | Secure Shell Client and Server (Remote Login Program)                              | package
i  | openssh-askpass-gnome                         | A GNOME-Based Passphrase Dialog for OpenSSH                                        | package
i  | openssh-clients                               | SSH (Secure Shell) client applications                                             | package
i  | openssh-common                                | SSH (Secure Shell) common files                                                    | package
i  | openssh-server                                | SSH (Secure Shell) server                                                          | package
i  | openssl                                       | Secure Sockets and Transport Layer Security                                        | package
i  | openssl-3                                     | Secure Sockets and Transport Layer Security                                        | package
i+ | openSUSE                                      | openSUSE Tumbleweed                                                                | product
i  | openSUSE-build-key                            | The public gpg keys for rpm package signature verification                         | package
i+ | openSUSE-release                              | openSUSE Tumbleweed                                                                | package
i  | openSUSE-release-ftp                          | openSUSE Tumbleweed                                                                | package
i  | opensuse-welcome                              | Welcome utility for openSUSE                                                       | package
i  | opensuse-welcome-launcher                     | Welcome utility for openSUSE                                                       | package
i  | openvpn                                       | Full-featured SSL VPN solution using a TUN/TAP Interface                           | package
i  | orca                                          | Screen reader for GNOME                                                            | package
i+ | os-prober                                     | Probes disks on the system for installed operating systems                         | package
i  | osinfo-db                                     | Osinfo database files                                                              | package
i  | p11-kit                                       | Library to work with PKCS#11 modules                                               | package
i  | p11-kit-server                                | Server and client commands for p11-kit                                             | package
i  | p11-kit-tools                                 | Library to work with PKCS#11 modules -- Tools                                      | package
i  | PackageKit                                    | Simple software installation management software                                   | package
i  | PackageKit-backend-zypp                       | Zypp backend for the PackageKit installation management software                   | package
i  | PackageKit-branding-openSUSE                  | Simple software installation management software -- openSUSE default configuration | package
i  | PackageKit-gstreamer-plugin                   | Install GStreamer codecs using PackageKit                                          | package
i  | PackageKit-gtk3-module                        | Install fonts automatically using PackageKit                                       | package
i  | pam                                           | A Security Tool that Provides Authentication for Applications                      | package
i  | pam-config                                    | Utility to modify common PAM configuration files                                   | package
i  | pam-extra                                     | PAM module with extended dependencies                                              | package
i  | pam-manpages                                  | Manualpages for Pluggable Authentication Modules                                   | package
i  | pam_pkcs11                                    | PKCS #11 PAM Module                                                                | package
i  | pam_pwquality                                 | PAM module to disallow weak new passwords                                          | package
i  | parted                                        | GNU partitioner                                                                    | package
i  | passt                                         | User-mode networking daemons for virtual machines and namespaces                   | package
i  | passt-selinux                                 | SELinux support for passt and pasta                                                | package
i+ | patterns-base-base                            | Base System                                                                        | package
i  | patterns-base-basesystem                      | Base System (alias pattern for base)                                               | package
i  | patterns-base-documentation                   | Help and Support Documentation                                                     | package
i+ | patterns-base-enhanced_base                   | Enhanced Base System                                                               | package
i  | patterns-base-minimal_base                    | Minimal Appliance Base                                                             | package
i+ | patterns-base-selinux                         | SELinux Support                                                                    | package
i  | patterns-base-sw_management                   | Software Management                                                                | package
i+ | patterns-base-x11                             | X Window System                                                                    | package
i  | patterns-base-x11_enhanced                    | X Window System                                                                    | package
i  | patterns-desktop-imaging                      | Graphics                                                                           | package
i  | patterns-desktop-multimedia                   | Multimedia                                                                         | package
i  | patterns-fonts-fonts                          | Fonts                                                                              | package
i  | patterns-fonts-fonts_opt                      | Fonts                                                                              | package
i  | patterns-glibc-hwcaps-x86_64_v3               | Install x86-64-v3 optimized libraries                                              | package
i+ | patterns-gnome-gnome                          | GNOME Desktop Environment (Wayland)                                                | package
i  | patterns-gnome-gnome_basic                    | GNOME Desktop Environment (Basic)                                                  | package
i  | patterns-gnome-gnome_basis                    | GNOME Base System                                                                  | package
i  | patterns-gnome-gnome_games                    | GNOME Games                                                                        | package
i  | patterns-gnome-gnome_imaging                  | GNOME Graphics                                                                     | package
i  | patterns-gnome-gnome_internet                 | GNOME Internet                                                                     | package
i  | patterns-gnome-gnome_multimedia               | GNOME Multimedia                                                                   | package
i  | patterns-gnome-gnome_office                   | GNOME Office                                                                       | package
i  | patterns-gnome-gnome_utilities                | GNOME Utilities                                                                    | package
i  | patterns-gnome-gnome_yast                     | YaST GNOME User Interfaces                                                         | package
i  | patterns-gnome-sw_management_gnome            | Package Management - Graphical Tools for GNOME                                     | package
i  | patterns-office-office                        | Office Software                                                                    | package
i+ | patterns-yast-x11_yast                        | YaST User Interfaces                                                               | package
i+ | patterns-yast-yast2_basis                     | YaST Base Utilities                                                                | package
i  | patterns-yast-yast2_desktop                   | YaST Desktop Utilities                                                             | package
i  | pciutils                                      | PCI utilities for the Linux Kernel                                                 | package
i  | pcsc-lite                                     | PC/SC Smart Cards Library                                                          | package
i  | pentaho-libxml                                | Namespace aware SAX parser utility library                                         | package
i  | pentaho-reporting-flow-engine                 | Pentaho Flow Reporting Engine                                                      | package
i  | perl                                          | The Perl interpreter                                                               | package
i  | perl-Authen-SASL                              | SASL Authentication framework                                                      | package
i  | perl-base                                     | The Perl interpreter                                                               | package
i  | perl-Clone                                    | Recursively copy Perl datatypes                                                    | package
i  | perl-Cpanel-JSON-XS                           | CPanel fork of JSON::XS, fast and correct serializing                              | package
i  | perl-Crypt-URandom                            | Provide non blocking randomness                                                    | package
i  | perl-Digest-HMAC                              | Keyed-Hashing for Message Authentication                                           | package
i  | perl-Digest-SHA1                              | Perl interface to the SHA-1 algorithm                                              | package
i  | perl-Encode-Locale                            | Determine the locale encoding                                                      | package
i  | perl-Error                                    | Error/exception handling in an OO-ish way                                          | package
i  | perl-File-Listing                             | Parse directory listing                                                            | package
i  | perl-gettext                                  | Message Handling Functions                                                         | package
i  | perl-Git                                      | perl Bindings for Git                                                              | package
i  | perl-HTML-Parser                              | HTML parser class                                                                  | package
i  | perl-HTML-Tagset                              | Data tables useful in parsing HTML                                                 | package
i  | perl-HTTP-Cookies                             | HTTP cookie jars                                                                   | package
i  | perl-HTTP-Date                                | HTTP::Date - date conversion routines                                              | package
i  | perl-HTTP-Message                             | HTTP style message (base class)                                                    | package
i  | perl-HTTP-Negotiate                           | choose a variant to serve                                                          | package
i  | perl-IO-HTML                                  | Open an HTML file with automatic charset detection                                 | package
i  | perl-IO-Socket-SSL                            | Nearly transparent SSL encapsulation for IO::Socket::INET                          | package
i  | perl-IPC-Run3                                 | Run a subprocess with input/output redirection                                     | package
i  | perl-libwww-perl                              | The World-Wide Web library for Perl                                                | package
i  | perl-LWP-MediaTypes                           | Guess media type for a file or a URL                                               | package
i  | perl-LWP-Protocol-https                       | Provide https support for LWP::UserAgent                                           | package
i  | perl-MailTools                                | Various ancient e-mail related modules                                             | package
i  | perl-MIME-Base32                              | Base32 encoder and decoder                                                         | package
i  | perl-Net-DBus                                 | Perl extension for the DBus message system                                         | package
i  | perl-Net-HTTP                                 | Low-level HTTP connection (client)                                                 | package
i  | perl-Net-SMTP-SSL                             | SSL support for Net::SMTP                                                          | package
i  | perl-Net-SSLeay                               | Perl bindings for OpenSSL and LibreSSL                                             | package
i  | perl-Parse-RecDescent                         | Generate Recursive-Descent Parsers                                                 | package
i  | perl-SNMP                                     | Perl5 SNMP Extension Module                                                        | package
i  | perl-Term-ReadKey                             | Module for Simple Terminal Control                                                 | package
i  | perl-TimeDate                                 | TimeDate Perl module                                                               | package
i  | perl-Try-Tiny                                 | Minimal try/catch with proper preservation of $@                                   | package
i  | perl-URI                                      | Uniform Resource Identifiers (absolute and relative)                               | package
i  | perl-WWW-RobotRules                           | database of robots.txt-derived permissions                                         | package
i  | perl-X11-Protocol                             | Perl module for the X Window System Protocol, version 11                           | package
i  | perl-X500-DN                                  | Provides an interface for RFC 2253 style DN strings                                | package
i  | perl-XML-Dumper                               | Perl module for dumping Perl objects from/to XML                                   | package
i  | perl-XML-Parser                               | Perl module for parsing XML documents                                              | package
i  | perl-XML-Twig                                 | XML, The Perl Way                                                                  | package
i  | permctl                                       | SUSE Linux Default Permissions tool                                                | package
i  | permissions                                   | SUSE Linux Default Permissions                                                     | package
i  | permissions-config                            | SUSE Linux Default Permissions config files                                        | package
i  | pigz                                          | Multi-core gzip version                                                            | package
i  | pinentry                                      | Collection of Simple PIN or Passphrase Entry Dialogs                               | package
i  | pinentry-gnome3                               | Simple PIN or Passphrase Entry Dialog for GNOME                                    | package
i  | pipewire                                      | A Multimedia Framework designed to be an audio and video server and more           | package
i  | pipewire-alsa                                 | PipeWire media server ALSA support                                                 | package
i  | pipewire-modules-0_3                          | Modules For PipeWire, A Multimedia Framework                                       | package
i  | pipewire-pulseaudio                           | PipeWire PulseAudio implementation                                                 | package
i  | pipewire-spa-plugins-0_2                      | Plugins For PipeWire SPA                                                           | package
i  | pipewire-spa-tools                            | The PipeWire SPA Tools                                                             | package
i  | pipewire-tools                                | The PipeWire Tools                                                                 | package
i  | pkexec                                        | Pkexec component of polkit                                                         | package
i  | pkgconf                                       | Package compiler and linker metadata toolkit                                       | package
i  | pkgconf-m4                                    | m4 macros for pkgconf                                                              | package
i  | pkgconf-pkg-config                            | pkgconf shim to provide /usr/bin/pkg-config                                        | package
i  | plymouth                                      | Graphical Boot Animation and Logger                                                | package
i  | plymouth-branding-openSUSE                    | openSUSE Tumbleweed branding for Plymouth bootsplash                               | package
i  | plymouth-dracut                               | Plymouth related utilities for dracut                                              | package
i  | plymouth-lang                                 | Translations for package plymouth                                                  | package
i  | plymouth-plugin-label                         | Plymouth label plugin                                                              | package
i  | plymouth-plugin-two-step                      | Plymouth "two-step" plugin                                                         | package
i  | plymouth-scripts                              | Plymouth related scripts                                                           | package
i  | plymouth-theme-bgrt                           | Plymouth "bgrt" theme                                                              | package
i  | plymouth-theme-spinner                        | Plymouth "Spinner" theme                                                           | package
i  | pngquant                                      | Tool for lossy compression of PNG images                                           | package
i+ | podman                                        | Daemon-less container engine for managing containers, pods and images              | package
i  | policycoreutils                               | SELinux policy core utilities                                                      | package
i  | policycoreutils-python-utils                  | SELinux policy core python utilities                                               | package
i  | polkit                                        | PolicyKit Authorization Framework                                                  | package
i  | polkit-default-privs                          | SUSE PolicyKit default permissions                                                 | package
i  | polkit-gnome                                  | PolicyKit integration for the GNOME desktop                                        | package
i  | poppler-data                                  | Encoding Files for use with libpoppler                                             | package
i  | poppler-tools                                 | PDF Rendering Library Tools                                                        | package
i  | ppp                                           | The Point to Point Protocol for Linux                                              | package
i  | pptp                                          | Point-to-Point Tunneling Protocol (PPTP) Client                                    | package
i  | prctl                                         | A utility to perform process operations                                            | package
i  | procinfo                                      | Tool to Display System Status Gathered from /proc                                  | package
i  | procmail                                      | A program for local e-mail delivery                                                | package
i  | procps                                        | The ps utilities for /proc                                                         | package
i  | psmisc                                        | Utilities for managing processes on your system                                    | package
i  | psutils                                       | Tools for Manipulating PostScript Files                                            | package
i  | publicsuffix                                  | Cross-vendor public domain suffix database                                         | package
i  | pulseaudio-setup                              | Set-up script for PulseAudio                                                       | package
i  | pulseaudio-utils                              | PulseAudio utilities                                                               | package
i  | purge-kernels-service                         | The service for removing old kernels when multiversion is enabled                  | package
i  | python-nautilus-common-files                  | Python nautilus files shared between python interpreter versions                   | package
i  | python3-audit                                 | Python3 Bindings for libaudit                                                      | package
i  | python3-brlapi                                | Library to use BRLTTY from applications -- Python Bindings                         | package
i  | python3-createrepo_c                          | Python 3 bindings for the createrepo_c library                                     | package
i  | python3-cupshelpers                           | High-level Python Bindings for CUPS                                                | package
i  | python3-louis                                 | Python3 bindings for the liblouis braille translator                               | package
i  | python313                                     | Python 3 Interpreter                                                               | package
i  | python313-base                                | Python 3 Interpreter and Stdlib Core                                               | package
i  | python313-base-x86-64-v3                      | Python 3 Interpreter and Stdlib Core                                               | package
i  | python313-bcrypt                              | BSD type 2a and 2b password hashing                                                | package
i  | python313-Brotli                              | Python bindings for the Brotli compression library                                 | package
i  | python313-certifi                             | Python package for providing Mozilla's CA Bundle                                   | package
i  | python313-cffi                                | Foreign Function Interface for Python calling C code                               | package
i  | python313-charset-normalizer                  | Python Universal Charset detector                                                  | package
i  | python313-cmdln                               | An improved cmd.py for Writing Multi-command Scripts and Shells                    | package
i  | python313-configobj                           | Config file reading, writing and validation                                        | package
i  | python313-cryptography                        | Python library which exposes cryptographic recipes and primitives                  | package
i  | python313-curses                              | Python Interface to the (N)Curses Library                                          | package
i  | python313-dasbus                              | DBus library in Python 3                                                           | package
i  | python313-dbm                                 | Python Interface to the GDBM Library                                               | package
i  | python313-dbus-python                         | Python bindings for D-Bus                                                          | package
i  | python313-decorator                           | Decorators for Humans                                                              | package
i  | python313-firewall                            | Python3 bindings for FirewallD                                                     | package
i  | python313-gobject                             | Python bindings for GObject                                                        | package
i  | python313-gobject-cairo                       | Python bindings for GObject/Cairo                                                  | package
i  | python313-gobject-Gdk                         | Python bindings for GObject/Gdk                                                    | package
i  | python313-h2                                  | HTTP/2 State-Machine based protocol implementation                                 | package
i  | python313-hpack                               | Pure-Python HPACK header compression                                               | package
i  | python313-hyperframe                          | HTTP/2 framing layer for Python                                                    | package
i  | python313-idna                                | Internationalized Domain Names in Applications (IDNA)                              | package
i  | python313-linux-procfs                        | Linux /proc abstraction classes                                                    | package
i  | python313-nftables                            | Python bindings for nftables                                                       | package
i  | python313-pip                                 | A Python package management system                                                 | package
i  | python313-policycoreutils                     | SELinux policy core python3 interfaces                                             | package
i  | python313-protobuf                            | Python Bindings for Google Protocol Buffers                                        | package
i  | python313-pycairo                             | Python Bindings for Cairo                                                          | package
i  | python313-pycparser                           | C parser in Python                                                                 | package
i  | python313-pycups                              | Python Bindings for CUPS                                                           | package
i  | python313-pycurl                              | PycURL -- cURL library module                                                      | package
i  | python313-pyinotify                           | Python module for watching filesystems changes                                     | package
i  | python313-pyOpenSSL                           | Python wrapper module around the OpenSSL library                                   | package
i  | python313-pysmbc                              | Python bindings for samba clients (libsmbclient)                                   | package
i  | python313-PySocks                             | A Python SOCKS client module                                                       | package
i  | python313-pyudev                              | Udev bindings for Python                                                           | package
i  | python313-requests                            | Python HTTP Library                                                                | package
i  | python313-selinux                             | Python bindings for the SELinux runtime library                                    | package
i  | python313-semanage                            | Python bindings for SELinux's policy management library                            | package
i  | python313-setools                             | Python bindings for SELinux policy analysis                                        | package
i  | python313-setuptools                          | Download, build, install, upgrade, and uninstall Python packages                   | package
i  | python313-six                                 | Python 2 and 3 compatibility utilities                                             | package
i  | python313-speechd                             | Device independent layer for speech synthesis - Python Bindings                    | package
i  | python313-urllib3                             | HTTP library with thread-safe connection pooling, file post, and more              | package
i  | python313-x86-64-v3                           | Python 3 Interpreter                                                               | package
i  | python313-zstandard                           | Zstandard bindings for Python                                                      | package
i  | qt6-declarative-imports                       | Qt 6 Declarative QML files and plugins                                             | package
i  | qt6-imageformats                              | Qt 6 ImageFormat Plugins                                                           | package
i  | qt6-multimedia                                | Qt 6 Multimedia libraries                                                          | package
i  | qt6-network-tls                               | Backends used to handle secure connections                                         | package
i  | qt6-networkinformation-glib                   | Network information for QNetworkInformation using GNetworkMonitor                  | package
i  | qt6-networkinformation-nm                     | Network information for QNetworkInformation                                        | package
i  | qt6-platformtheme-gtk3                        | Qt 6 GTK3 plugin                                                                   | package
i  | qt6-translations                              | Qt 6 Translations                                                                  | package
i  | qt6-wayland                                   | Qt 6 Wayland plugins                                                               | package
i  | qt6-wayland-decoration-client-adwaita         | GNOME-like client-side decoration plugin                                           | package
i  | quadrapassel                                  | Tetris Game for GNOME                                                              | package
i  | readline-doc                                  | Documentation how to Use and Program with the Readline Library                     | package
i  | registries-conf-default                       | Add SUSE and openSUSE registries to be used to pull images along with dockerhub    | package
i  | rgb                                           | X color name database                                                              | package
i+ | river                                         | A dynamic tiling Wayland compositor                                                | package
i  | river-bash-completion                         | Bash Completion for river                                                          | package
i  | river-contrib                                 | Helper files for making river easy to use                                          | package
i  | river-fish-completion                         | Fish Completion for river                                                          | package
i  | river-riverctl                                | Command-line interface for controlling river                                       | package
i  | river-rivertile                               | Tiled layout generator for river                                                   | package
i  | river-zsh-completion                          | Zsh Completion for river                                                           | package
i+ | rpm                                           | The RPM Package Manager                                                            | package
i  | rpm-config-SUSE                               | SUSE specific RPM configuration files                                              | package
i  | rsync                                         | Versatile tool for fast incremental file transfer                                  | package
i  | rtkit                                         | Realtime Policy and Watchdog Daemon                                                | package
i  | ruby                                          | An Interpreted Object-Oriented Scripting Language                                  | package
i  | ruby-common                                   | Collection of scripts and macros for ruby packaging                                | package
i  | ruby-solv                                     | Ruby bindings for the libsolv library                                              | package
i  | ruby3.4                                       | An Interpreted Object-Oriented Scripting Language                                  | package
i  | ruby3.4-rubygem-abstract_method               | Tiny library enabling you to define abstract methods in Ruby classes               | package
i  | ruby3.4-rubygem-cfa                           | CFA (Config Files API) provides an easy way to create models on top                | package
i  | ruby3.4-rubygem-cfa_grub2                     | Models for GRUB2 configuration files                                               | package
i  | ruby3.4-rubygem-cheetah                       | Your swiss army knife for executing external commands in Ruby safely               | package
i  | ruby3.4-rubygem-fast_gettext                  | A simple, fast, memory-efficient and threadsafe implementation of                  | package
i  | ruby3.4-rubygem-gem2rpm                       | Generate rpm specfiles from gems                                                   | package
i  | ruby3.4-rubygem-nokogiri                      | Nokogiri (鋸) makes it easy and painless to work with XML and HTML                 | package
i  | ruby3.4-rubygem-ruby-augeas                   | Ruby bindings for augeas                                                           | package
i  | ruby3.4-rubygem-ruby-dbus                     | Ruby module for interaction with D-Bus                                             | package
i  | ruby3.4-rubygem-simpleidn                     | Punycode ACE to unicode UTF-8 (and vice-versa) string conversion                   | package
i  | runc                                          | Tool for spawning and running OCI containers                                       | package
i  | sac                                           | Java standard interface for CSS parser                                             | package
i+ | saja-cascadia-code-fonts                      | Monospace terminal fonts from Microsoft                                            | package
i  | samba-client                                  | Samba Client Utilities                                                             | package
i  | samba-client-32bit                            | Samba Client Utilities                                                             | package
i  | samba-client-libs                             | Samba client libraries                                                             | package
i  | sane-backends                                 | SANE (Scanner Access Now Easy) Scanner Drivers                                     | package
i  | sane-backends-autoconfig                      | USB Scanner Autoconfiguration                                                      | package
i  | sbc                                           | Bluetooth Low-Complexity, Sub-Band Codec Utilities                                 | package
i  | screen                                        | A program to allow multiple screens on a VT100/ANSI Terminal                       | package
i  | seahorse                                      | GNOME interface for gnupg                                                          | package
i  | seahorse-daemon                               | Daemon for PGP prompting by libcryptui                                             | package
i  | sed                                           | A Stream-Oriented Non-Interactive Text Editor                                      | package
i+ | selinux                                       | SELinux Support                                                                    | pattern
